entity_key,name,entity_type,aliases,category,description,source_key,confidence
TC-BUILDING-186,蓬莱殿,Building,,殿宇,紫宸之後曰蓬萊殿,TC-REF-001,0.90
TC-BUILDING-187,金銮殿,Building,,殿宇,因坡為殿，曰金鑾,TC-REF-001,0.90
TC-BUILDING-188,长安殿,Building,長樂,殿宇,環金鑾者曰長安,TC-REF-001,0.90
TC-BUILDING-189,仙居殿,Building,,殿宇,曰仙居,TC-REF-001,0.90
TC-BUILDING-190,拾翠殿,Building,,殿宇,內有拾翠殿,TC-REF-001,0.90
TC-BUILDING-191,含冰殿,Building,,殿宇,曰含冰,TC-REF-001,0.90
TC-BUILDING-192,紫兰殿,Building,芳蘭殿,殿宇,曰紫蘭,TC-REF-001,0.90
TC-BUILDING-193,含凉殿,Building,,殿宇,太液池北岸之含涼殿,TC-REF-001,0.90
TC-BUILDING-194,玄武殿,Building,,殿宇,玄武門內之玄武殿也,TC-REF-001,0.90
TC-BUILDING-195,绫绮殿,Building,,殿宇,經綾綺殿,TC-REF-001,0.90
TC-BUILDING-196,浴堂殿,Building,,殿宇,浴堂殿,TC-REF-001,0.90
TC-BUILDING-197,宣徽殿,Building,,殿宇,宣徽殿，在浴堂殿東,TC-REF-001,0.90
TC-BUILDING-198,温室殿,Building,,殿宇,溫室殿，在宣徵殿南,TC-REF-001,0.90
TC-BUILDING-199,明德寺,Building,昭德寺,殿宇,明德寺，在左銀台門之西,TC-REF-001,0.90
TC-BUILDING-200,太和殿,Building,,殿宇,銀台門之北為太和殿,TC-REF-001,0.90
TC-BUILDING-201,清思殿,Building,,殿宇,清思殿,TC-REF-001,0.90
TC-BUILDING-202,珠镜殿,Building,,殿宇,珠鏡殿，在望仙台北,TC-REF-001,0.90
TC-BUILDING-203,延英殿,Building,靈芝殿,殿宇,曆延英殿,TC-REF-001,0.90
TC-BUILDING-204,含象殿,Building,,殿宇,廷英門內之左有含象殿,TC-REF-001,0.90
TC-BUILDING-205,思政殿,Building,,殿宇,思政殿，在廷英南，與延英相對，天子於此見群臣,TC-REF-001,0.90
TC-BUILDING-206,明义殿,Building,,殿宇,明義殿,TC-REF-001,0.90
TC-BUILDING-207,承欢殿,Building,,殿宇,承歡殿,TC-REF-001,0.90
TC-BUILDING-208,还周殿,Building,,殿宇,還周殿，在承歡殿北,TC-REF-001,0.90
TC-BUILDING-209,麟德殿,Building,三殿、三院,殿宇,轔德殿，殿有三面，南有閣，東西有樓，故曰三殿,TC-REF-001,0.90
TC-BUILDING-210,大福殿,Building,,殿宇,大福殿，在淩霄門內,TC-REF-001,0.90
TC-BUILDING-211,凝霜殿,Building,,殿宇,門內有凝霜殿,TC-REF-001,0.90
TC-BUILDING-212,碧羽殿,Building,,殿宇,碧羽殿,TC-REF-001,0.90
TC-BUILDING-213,紫箫殿,Building,,殿宇,紫簫殿,TC-REF-001,0.90
TC-BUILDING-214,思贤殿,Building,,殿宇,思賢殿，當亦在大明宮,TC-REF-001,0.90
TC-BUILDING-215,会宁殿,Building,,殿宇,會寧殿,TC-REF-001,0.90
TC-BUILDING-216,咸泰殿,Building,成泰殿,殿宇,咸泰殿,TC-REF-001,0.90
TC-BUILDING-217,天福殿,Building,,殿宇,天福殿,TC-REF-001,0.90
TC-BUILDING-218,文明殿,Building,,殿宇,文明殿,TC-REF-001,0.90
TC-BUILDING-219,长生殿,Building,,殿宇,長生殿，大明宮寢殿也,TC-REF-001,0.90
TC-BUILDING-220,寿春殿,Building,,殿宇,壽春殿,TC-REF-001,0.90
TC-BUILDING-221,中和殿,Building,,殿宇,中和殿,TC-REF-001,0.90
TC-BUILDING-222,翔鸾阁,Building,,楼阁,殿之前廊有翔鸞閣,TC-REF-001,0.90
TC-BUILDING-223,栖凤阁,Building,,楼阁,棲鳳閣,TC-REF-001,0.90
TC-BUILDING-224,清晖阁,Building,,楼阁,西清暉閣,TC-REF-001,0.90
TC-BUILDING-225,郁仪阁,Building,,楼阁,鬱儀閣,TC-REF-001,0.90
TC-BUILDING-226,承云阁,Building,,楼阁,承雲閣,TC-REF-001,0.90
TC-BUILDING-227,修文阁,Building,,楼阁,修文閣,TC-REF-001,0.90
TC-BUILDING-228,景云阁,Building,,楼阁,麟德殿側有景雲閣,TC-REF-001,0.90
TC-BUILDING-229,钟楼,Building,,楼阁,殿前左右有鍾鼓樓,TC-REF-001,0.90
TC-BUILDING-230,鼓楼,Building,,楼阁,殿前左右有鍾鼓樓,TC-REF-001,0.90
TC-BUILDING-231,乞巧楼,Building,,楼阁,乞巧樓,TC-REF-001,0.90
TC-BUILDING-232,斗鸡楼,Building,,楼阁,九仙門之外有鬥雞樓,TC-REF-001,0.90
TC-BUILDING-233,走马楼,Building,,楼阁,走馬樓,TC-REF-001,0.90
TC-BUILDING-234,太液池,Building,蓬萊池,池沼,其北太液池，池有亭,TC-REF-001,0.90
TC-BUILDING-235,望仙台,Building,文思院,台,望仙台，武宗於大明宮中築望仙台,TC-REF-001,0.90
TC-BUILDING-236,仰观台,Building,,台,仰觀台,TC-REF-001,0.90
TC-BUILDING-237,含春亭,Building,,亭,含春亭,TC-REF-001,0.90
TC-BUILDING-238,会庆亭,Building,,亭,麟德殿有會慶亭,TC-REF-001,0.90
TC-BUILDING-239,少阳院,Building,問安宮,院,史館北為少陽院,TC-REF-001,0.90
TC-BUILDING-240,南亭院,Building,,院,南亭院,TC-REF-001,0.90
TC-BUILDING-241,仙韶院,Building,,院,仙韶院,TC-REF-001,0.90
TC-BUILDING-242,柿林院,Building,,院,柿林院,TC-REF-001,0.90
TC-BUILDING-243,金銮御院,Building,,院,金鑾西南有金鑾御院,TC-REF-001,0.90
TC-BUILDING-244,待诏院,Building,,官署,又東，待詔院,TC-REF-001,0.90
TC-BUILDING-245,待制院,Building,,官署,待制院，在思政殿側，舊藥院地,TC-REF-001,0.90
TC-BUILDING-246,殿中外院,Building,,官署,省北為殿中外院,TC-REF-001,0.90
TC-BUILDING-247,殿中内院,Building,,官署,殿中內院,TC-REF-001,0.90
TC-BUILDING-248,集贤殿书院,Building,書院,官署,後改為集賢殿書院,TC-REF-001,0.90
TC-BUILDING-249,政事堂,Building,中書門下,官署,省有政事堂,TC-REF-001,0.90
TC-BUILDING-250,翰林院,Building,,官署,翰林院，在轔德殿西重廊之後,TC-REF-001,0.90
TC-BUILDING-251,学士院,Building,,官署,開元二十六年，於院南別置學士院,TC-REF-001,0.90
TC-BUILDING-252,内侍别省,Building,,官署,內侍別省,TC-REF-001,0.90
TC-BUILDING-253,左藏库,Building,,官署,左藏庫,TC-REF-001,0.90
TC-BUILDING-254,飞龙厩,Building,驥院,其他,門外有飛龍廄,TC-REF-001,0.90
TC-BUILDING-255,龙尾道,Building,,其他,左右砌道盤上謂之龍尾道,TC-REF-001,0.90
TC-BUILDING-256,龙首山,Building,,地理,據龍首山,TC-REF-001,0.90
TC-BUILDING-257,金銮坡,Building,,地理,殿西曰金鑾坡,TC-REF-001,0.90
TC-BUILDING-258,大角观,Building,,寺廟,大角觀,TC-REF-001,0.90
TC-BUILDING-259,兴庆宫,Building,南內,宫殿区,興慶宮在皇城之東外郭城之興慶坊，是曰南內,TC-REF-001,0.90
TC-BUILDING-260,兴庆殿,Building,,殿宇,其內興慶殿,TC-REF-001,0.90
TC-BUILDING-261,文泰殿,Building,交泰殿,殿宇,池之西為文泰殿,TC-REF-001,0.90
TC-BUILDING-262,长庆殿,Building,,殿宇,明義之內為長慶殿,TC-REF-001,0.90
TC-BUILDING-263,南薰殿,Building,,殿宇,南薰殿,TC-REF-001,0.90
TC-BUILDING-264,大同殿,Building,,殿宇,樓北大同殿,TC-REF-001,0.90
TC-BUILDING-265,咸宁殿,Building,,殿宇,咸寧殿,TC-REF-001,0.90
TC-BUILDING-266,义安殿,Building,,殿宇,義安殿,TC-REF-001,0.90
TC-BUILDING-267,积庆殿,Building,膝慶殿,殿宇,積慶殿,TC-REF-001,0.90
TC-BUILDING-268,冷井殿,Building,冷泉殿,殿宇,冷井殿,TC-REF-001,0.90
TC-BUILDING-269,飞仙殿,Building,,殿宇,飛仙殿,TC-REF-001,0.90
TC-BUILDING-270,同光殿,Building,,殿宇,同光殿,TC-REF-001,0.90
TC-BUILDING-271,荣光殿,Building,,殿宇,榮光殿,TC-REF-001,0.90
TC-BUILDING-272,花萼相辉楼,Building,花萼樓,楼阁,宮之西南隅曰花萼相輝樓,TC-REF-001,0.90
TC-BUILDING-273,勤政务本楼,Building,勤政樓,楼阁,其東曰勤政務本樓,TC-REF-001,0.90
TC-BUILDING-274,明光楼,Building,,楼阁,大和二年修明光樓,TC-REF-001,0.90
TC-BUILDING-275,沉香亭,Building,,亭,毆西北為沈香亭,TC-REF-001,0.90
TC-BUILDING-276,龙池,Building,興慶池、五王子池,池沼,殿後為龍池,TC-REF-001,0.90
TC-BUILDING-277,集贤院,Building,,官署,興慶官之集賢院在和風門外,TC-REF-001,0.90
TC-BUILDING-278,龙堂,Building,,殿宇,其內曰龍堂,TC-REF-001,0.90
TC-BUILDING-279,五龙坛,Building,,寺廟,曰五龍壇，在池南,TC-REF-001,0.90
TC-BUILDING-280,新射殿,Building,,殿宇,芳苑之內新射殿,TC-REF-001,0.90
TC-BUILDING-281,金花落,Building,,其他,金花落，蓋衛士之居,TC-REF-001,0.90
TC-BUILDING-282,夹城,Building,,其他,築夾城入芙蓉園,TC-REF-001,0.90
TC-BUILDING-283,芙蓉园,Building,,其他,築夾城入芙蓉園,TC-REF-001,0.90
TC-BUILDING-284,西内苑,Building,北苑,宫殿区,西內苑在西內之北，亦曰北苑,TC-REF-001,0.90
TC-BUILDING-285,大安宫,Building,弘義宮,殿宇,則為大安宮,TC-REF-001,0.90
TC-BUILDING-286,东内苑,Building,,宫殿区,東內苑在東內之東南隅,TC-REF-001,0.90
TC-BUILDING-287,禁苑,Building,大興苑,宫殿区,禁苑者，隋之大興苑也,TC-REF-001,0.90
TC-BUILDING-288,口光殿,Building,,殿宇,口光殿,TC-REF-001,0.90
TC-BUILDING-289,永庆殿,Building,,殿宇,又西為永慶殿,TC-REF-001,0.90
TC-BUILDING-290,看花殿,Building,,殿宇,看花殿,TC-REF-001,0.90
TC-BUILDING-291,歌武殿,Building,,殿宇,在東者歌武殿,TC-REF-001,0.90
TC-BUILDING-292,翠华殿,Building,,殿宇,在西者翠華殿,TC-REF-001,0.90
TC-BUILDING-293,永安殿,Building,,殿宇,永安殿,TC-REF-001,0.90
TC-BUILDING-294,宝庆殿,Building,,殿宇,寶慶殿,TC-REF-001,0.90
TC-BUILDING-295,广达楼,Building,廣運、廣遠,楼阁,迤西為廣達樓,TC-REF-001,0.90
TC-BUILDING-296,通过楼,Building,,楼阁,西為通過樓,TC-REF-001,0.90
TC-BUILDING-297,祥云楼,Building,,楼阁,園之西為祥雲樓,TC-REF-001,0.90
TC-BUILDING-298,冰井台,Building,,台,其北東為冰井台,TC-REF-001,0.90
TC-BUILDING-299,祭酒台,Building,,台,祭酒台,TC-REF-001,0.90
TC-BUILDING-300,樱桃园,Building,,院,冰井台之北曰櫻桃園,TC-REF-001,0.90
TC-BUILDING-301,大安殿,Building,,殿宇,大安殿前曰仁壽門,TC-REF-001,0.90
TC-BUILDING-302,仁政殿,Building,,殿宇,門內為仁政殿,TC-REF-001,0.90
TC-BUILDING-303,垂拱前殿,Building,,殿宇,宮有垂拱前殿,TC-REF-001,0.90
TC-BUILDING-304,践武殿,Building,,殿宇,又有踐武殿,TC-REF-001,0.90
TC-BUILDING-305,口文殿,Building,,殿宇,口文殿,TC-REF-001,0.90
TC-BUILDING-306,蓬莱阁,Building,,楼阁,池之東北為蓬萊閣,TC-REF-001,0.90
TC-BUILDING-307,瑶池,Building,,池沼,右嘉會門外為瑤池,TC-REF-001,0.90
TC-BUILDING-308,龙首殿,Building,,殿宇,中有龍首殿,TC-REF-001,0.90
TC-BUILDING-309,承晖殿,Building,凝暉,殿宇,承暉殿,TC-REF-001,0.90
TC-BUILDING-310,看乐殿,Building,,殿宇,看樂殿,TC-REF-001,0.90
TC-BUILDING-311,球场亭子殿,Building,,殿宇,球場亭子殿,TC-REF-001,0.90
TC-BUILDING-312,龙首池,Building,,池沼,龍首池,TC-REF-001,0.90
TC-BUILDING-313,灵符应圣院,Building,,院,池東有靈符應聖院,TC-REF-001,0.90
TC-BUILDING-314,小儿坊,Building,,官署,小兒坊,TC-REF-001,0.90
TC-BUILDING-315,内教坊,Building,,官署,內教坊,TC-REF-001,0.90
TC-BUILDING-316,御马坊,Building,,官署,御馬坊，在東下馬橋頭，文宗置,TC-REF-001,0.90
TC-BUILDING-317,望春宫,Building,,殿宇,即望春宮,TC-REF-001,0.90
TC-BUILDING-318,九曲宫,Building,,殿宇,曰九曲宮，宮中有殿舍山池,TC-REF-001,0.90
TC-BUILDING-319,鱼藻宫,Building,,殿宇,曰魚藻宮,TC-REF-001,0.90
TC-BUILDING-320,元沼宫,Building,,殿宇,曰元沼宮,TC-REF-001,0.90
TC-BUILDING-323,昭德宫,Building,,殿宇,又有昭德宮,TC-REF-001,0.90
TC-BUILDING-324,光故宫,Building,,殿宇,光故宮,TC-REF-001,0.90
TC-BUILDING-325,含光殿,Building,,殿宇,含光殿,TC-REF-001,0.90
TC-BUILDING-326,升阳殿,Building,,殿宇,望春宮內有升陽殿,TC-REF-001,0.90
TC-BUILDING-327,通光殿,Building,,殿宇,作正殿曰通光,TC-REF-001,0.90
TC-BUILDING-328,骥德殿,Building,,殿宇,驥德殿，在院東南,TC-REF-001,0.90
TC-BUILDING-329,白华殿,Building,,殿宇,白華殿,TC-REF-001,0.90
TC-BUILDING-330,会昌殿,Building,,殿宇,禁苑南有文宗會昌殿,TC-REF-001,0.90
TC-BUILDING-331,南望春亭,Building,,亭,曰南望春亭,TC-REF-001,0.90
TC-BUILDING-332,北望春亭,Building,,亭,曰北望春亭,TC-REF-001,0.90
TC-BUILDING-333,放鸭亭,Building,,亭,升陽殿東放鴨亭,TC-REF-001,0.90
TC-BUILDING-334,坡头亭,Building,,亭,曰坡頭亭,TC-REF-001,0.90
TC-BUILDING-335,柳园亭,Building,,亭,曰柳園亭,TC-REF-001,0.90
TC-BUILDING-336,蚕坛亭,Building,,亭,曰蠶壇亭，在苑東，皇后祀先蠶之所,TC-REF-001,0.90
TC-BUILDING-337,祯兴亭,Building,,亭,曰禎興亭,TC-REF-001,0.90
TC-BUILDING-338,神皋亭,Building,,亭,曰神皋亭,TC-REF-001,0.90
TC-BUILDING-339,七架亭,Building,,亭,曰七架亭,TC-REF-001,0.90
TC-BUILDING-340,青门亭,Building,,亭,曰青門亭，即邵平種瓜之所,TC-REF-001,0.90
TC-BUILDING-341,眺园亭,Building,,亭,曰眺園亭,TC-REF-001,0.90
TC-BUILDING-342,临渭亭,Building,,亭,曰臨渭亭,TC-REF-001,0.90
TC-BUILDING-343,诏芳亭,Building,,亭,東曰詔芳亭,TC-REF-001,0.90
TC-BUILDING-344,凝思亭,Building,,亭,西曰凝思亭,TC-REF-001,0.90
TC-BUILDING-345,西北角亭,Building,,亭,曰西北角亭,TC-REF-001,0.90
TC-BUILDING-346,南昌国亭,Building,,亭,曰南昌國亭,TC-REF-001,0.90
TC-BUILDING-347,北昌国亭,Building,,亭,曰北昌國亭,TC-REF-001,0.90
TC-BUILDING-348,流杯亭,Building,遊杯,亭,曰流杯亭,TC-REF-001,0.90
TC-BUILDING-349,广运潭,Building,,池沼,名廣運潭,TC-REF-001,0.90
TC-BUILDING-350,凝碧池,Building,,池沼,重玄門北為凝碧池,TC-REF-001,0.90
TC-BUILDING-351,鱼藻池,Building,,池沼,浚魚藻池，深一丈,TC-REF-001,0.90
TC-BUILDING-352,九曲池,Building,,池沼,投屍九曲池,TC-REF-001,0.90
TC-BUILDING-353,西楼,Building,,楼阁,西樓,TC-REF-001,0.90
TC-BUILDING-354,望春楼,Building,,楼阁,抵苑東望春樓下為潭,TC-REF-001,0.90
TC-BUILDING-355,飞龙院,Building,,其他,飛龍院,TC-REF-001,0.90
TC-BUILDING-356,梨园,Building,,其他,所謂梨園者，在光化門北,TC-REF-001,0.90
TC-BUILDING-357,蒲萄园,Building,,其他,近梨園者有蒲萄園,TC-REF-001,0.90
TC-BUILDING-358,明水园,Building,,其他,曰明水園,TC-REF-001,0.90
TC-BUILDING-359,虎圈,Building,,其他,虎圈，在禁苑東北隅,TC-REF-001,0.90
TC-BUILDING-360,东监,Building,,官署,在東者曰東監,TC-REF-001,0.90
TC-BUILDING-361,西监,Building,,官署,在西者曰西監,TC-REF-001,0.90
TC-BUILDING-362,长乐监,Building,,官署,南面長樂監,TC-REF-001,0.90
TC-BUILDING-363,旧宅监,Building,,官署,北面舊宅監,TC-REF-001,0.90
TC-BUILDING-364,苑总监,Building,,官署,又置苑總監領之,TC-REF-001,0.90
TC-BUILDING-365,月坡,Building,,地理,曰月坡,TC-REF-001,0.90
TC-BUILDING-366,青城桥,Building,,桥梁,曰青城橋,TC-REF-001,0.90
TC-BUILDING-367,龙鳞桥,Building,,桥梁,曰龍鱗橋,TC-REF-001,0.90
TC-BUILDING-368,栖云桥,Building,,桥梁,曰棲雲橋,TC-REF-001,0.90
TC-BUILDING-369,凝碧桥,Building,,桥梁,曰凝碧橋,TC-REF-001,0.90
TC-BUILDING-370,上阳桥,Building,,桥梁,曰上陽橋,TC-REF-001,0.90
TC-BUILDING-371,云韶院,Building,,院,又有雲韶院,TC-REF-001,0.90
TC-BUILDING-372,九仙殿,Building,,殿宇,九仙殿銀井有黎二株，枝葉交接，宮中呼為雌雄樹,TC-REF-001,0.90
TC-BUILDING-373,太液亭,Building,,亭,太液亭有尚書君臣事跡，文宗命工匠所刊,TC-REF-001,0.90
TC-BUILDING-374,蓬莱山,Building,,地理,池中有蓬萊山,TC-REF-001,0.90
TC-BUILDING-375,障日阁,Building,,楼阁,殿東即寢殿之北相連，各有障日閣，凡內宴多於此,TC-REF-001,0.90
TC-BUILDING-376,长阁,Building,,楼阁,承香殿北有長閣,TC-REF-001,0.90
TC-BUILDING-377,金吾左右仗院,Building,左仗院、右仗院、金吾仗院,其他,閣下即東西朝堂，有肺石、登聞鼓、金吾左右仗院,TC-REF-001,0.90
TC-BUILDING-378,龙首渠,Building,,其他,望仙、建福二門各有下馬橋，跨東西龍首渠,TC-REF-001,0.90
TC-BUILDING-379,沉香殿,Building,,殿宇,上因移於興慶池東沈香殿前,TC-REF-001,0.90
TC-BUILDING-380,通化门观,Building,,其他,經通化門觀以達此宮,TC-REF-001,0.90
TC-BUILDING-381,九曲山池,Building,,池沼,宮中有九曲山池,TC-REF-001,0.90
TC-BUILDING-382,嘉德门,Building,,内门,正門曰嘉德門，〈南直承天門。諸城劉氏喜海藏唐魚符，有文曰「嘉德門內巡」，疑入宮城所佩符，非東宮之嘉德門也。〉,TC-REF-001,0.90
TC-BUILDING-383,太极门,Building,大興門、乾福門,内门,殿門曰太極門。隋曰大興門，後改乾福門，貞觀八年改太極門。,TC-REF-001,0.90
TC-BUILDING-384,东上阁门,Building,東上合門,内门,門之兩廡為東西閤門，〈《通鑒》注引《閣本太極宮圖》，太極殿有東上合門、西上合門。按合門可轉北入兩儀殿，太宗時以此為人合。〉,TC-REF-001,0.90
TC-BUILDING-385,西上阁门,Building,西上合門,内门,門之兩廡為東西閤門，〈《通鑒》注引《閣本太極宮圖》，太極殿有東上合門、西上合門。〉,TC-REF-001,0.90
TC-BUILDING-386,左廷明门,Building,,内门,兩廊為左右廷明門。〈在東者左廷明門，在西者右延明門。〉,TC-REF-001,0.90
TC-BUILDING-387,右延明门,Building,,内门,兩廊為左右廷明門。〈在東者左廷明門，在西者右延明門。《舊書》：節湣太子誅武三思，成王千里率左右數十人斫右延明門。〉,TC-REF-001,0.90
TC-BUILDING-388,归仁门,Building,,内门,嘉德門之兩廊，東為歸仁門，又東恭禮門。,TC-REF-001,0.90
TC-BUILDING-389,恭礼门,Building,,内门,嘉德門之兩廊，東為歸仁門，又東恭禮門。〈南直長樂門。〉,TC-REF-001,0.90
TC-BUILDING-390,纳义门,Building,,内门,西為納義門，又西安仁門。〈「安」一作「興」。南直廣運門。〉,TC-REF-001,0.90
TC-BUILDING-391,安仁门,Building,興仁門,内门,西為納義門，又西安仁門。〈「安」一作「興」。南直廣運門。〉,TC-REF-001,0.90
TC-BUILDING-392,朱明门,Building,,内门,太極殿北曰朱明門，門亦有東西上合門。〈見《大典閣本太極宮圓。》〉,TC-REF-001,0.90
TC-BUILDING-393,虔化门,Building,乾化門,内门,其左為虔化門。〈「虔」一作「乾」。按《通鑒》：高祖封唐王時，日於虔化門視事。是虔化隋舊門名也。〉,TC-REF-001,0.90
TC-BUILDING-394,肃章门,Building,,内门,右為肅章門。〈虔化南直天恭禮門，肅章南直安仁門。朱明門以內為內朝，故虔化、肅章以內宮內。〉,TC-REF-001,0.90
TC-BUILDING-395,晖政门,Building,,内门,肅章西為暉政門，虔化東為武德門。,TC-REF-001,0.90
TC-BUILDING-396,武德门,Building,,内门,肅章西為暉政門，虔化東為武德門。,TC-REF-001,0.90
TC-BUILDING-397,甘露门,Building,,内门,其門曰甘露門，門外為永巷。〈東西橫街。〉,TC-REF-001,0.90
TC-BUILDING-398,东横门,Building,,内门,巷東東橫門，再東日華門。,TC-REF-001,0.90
TC-BUILDING-399,日华门,Building,,内门,巷東東橫門，再東日華門。,TC-REF-001,0.90
TC-BUILDING-400,西横门,Building,,内门,巷西西橫門，再西月華門。,TC-REF-001,0.90
TC-BUILDING-401,月华门,Building,,内门,巷西西橫門，再西月華門。,TC-REF-001,0.90
TC-BUILDING-402,翔凤门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-403,宣猷门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-404,崇道门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-405,昭德门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-406,正礼门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-407,惠训门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-408,宣光门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-409,通福门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-410,光昭门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-411,华光门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-412,晖仪门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-413,寿安门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-414,绥福门,Building,,内门,翔鳳門、宣猷門、崇道門、昭德門、正禮門、惠訓門、宣光門、通福門、光昭門、華光門、暉儀門、壽安門、綏福門、〈見《六典》、《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-415,肃改门,Building,,内门,肅改門、〈見《六典》、《禁扁》。〉,TC-REF-001,0.90
TC-BUILDING-416,显福门,Building,,内门,顯福門、《通鑒》注：西內翰林院在顯福門。,TC-REF-001,0.90
TC-BUILDING-417,显道门,Building,,内门,顯道門、金液門、〈《通鑒》：太宗力疾至顯道門外赦天下，敕太子於金液門聽政。胡身之注：顯道、金液為通內諸門，圖志不能盡載。〉,TC-REF-001,0.90
TC-BUILDING-418,金液门,Building,,内门,顯道門、金液門、〈《通鑒》：太宗力疾至顯道門外赦天下，敕太子於金液門聽政。〉,TC-REF-001,0.90
TC-BUILDING-419,白兽门,Building,,内门,玄德門、白獸門，〈《通鑒》：隆基與劉幽求等出苑南門，使葛福順將左萬騎攻玄德門，李仙鳧將右萬騎攻白獸門，約會於淩煙閣前。〉,TC-REF-001,0.90
TC-BUILDING-420,永福门,Building,,内门,嘉德門外之兩廊為左右永福門，其門內之兩郎為左右嘉門。〈《永樂大典》圖作「左右嘉德」今從《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-421,嘉门,Building,嘉德門,内门,其門內之兩郎為左右嘉門。〈《永樂大典》圖作「左右嘉德」今從《長安志》。〉,TC-REF-001,0.90
TC-BUILDING-422,奉化门,Building,,内门,嘉德殿之左右，東為奉化門，西為奉義門。〈《長安志》作「東西奉化門」，今從《大典》圖。〉,TC-REF-001,0.90
TC-BUILDING-423,奉义门,Building,,内门,嘉德殿之左右，東為奉化門，西為奉義門。〈《長安志》作「東西奉化門」，今從《大典》圖。〉,TC-REF-001,0.90
TC-BUILDING-424,通训门,Building,建春門、鳳皇門,内门,東面一門鳳皇門。〈隋曰建春門，後改通訓門。明皇時，鳳皇飛集通訓門，詔改凰皇門。〉,TC-REF-001,0.90
TC-BUILDING-425,宜春宫门,Building,,内门,承恩殿之左右為宜春、宜秋宮，〈前有宜春宮門、宜欽宮門。宜秋，《禁扁》作「融秋」。〉,TC-REF-001,0.90
TC-BUILDING-426,宜秋宫门,Building,宜欽宮門,内门,承恩殿之左右為宜春、宜秋宮，〈前有宜春宮門、宜欽宮門。宜秋，《禁扁》作「融秋」。〉,TC-REF-001,0.90
TC-BUILDING-427,左银台门,Building,,内门,太和門北為左銀台門,TC-REF-001,0.90
TC-BUILDING-428,右银台门,Building,,内门,北右銀台門，門皆有仗舍,TC-REF-001,0.90
TC-BUILDING-429,银汉门,Building,,内门,玄武門左銀漢門,TC-REF-001,0.90
TC-BUILDING-430,宣政门,Building,,内门,殿門曰宣政門,TC-REF-001,0.90
TC-BUILDING-431,齐德门,Building,齊禮門、崇德門,内门,門外兩廊為齊德門,TC-REF-001,0.90
TC-BUILDING-432,兴礼门,Building,興德、齊禮,内门,興禮門,TC-REF-001,0.90
TC-BUILDING-433,通乾门,Building,,内门,夾道東則通乾門,TC-REF-001,0.90
TC-BUILDING-434,观象门,Building,,内门,西則觀象門,TC-REF-001,0.90
TC-BUILDING-435,紫宸门,Building,,内门,殿門曰紫宸門,TC-REF-001,0.90
TC-BUILDING-436,崇明门,Building,,内门,街北出崇明門,TC-REF-001,0.90
